"username","userid","mediacount","followers","followees","bio","url"
"razmkhane_ye_kavian",3070792079,334,2140,1236,"پارس، شیراز
دوستدار ورزش
دوستدار کمک به شادتر شدن و تن درست تر شدن افراد
دوستدار گذشته تابان
پیج های بنده
@mr.kaviani_lia
@h.kaviani.f",""
"sana_atlantis",2076862330,120,57705,220,"🔸 من یه دختر سوارکارم🏇🏻🩵✨
🔸مربی(اموزش صفر تا صد سوارکاری)😍
❣️اینجا عاشق دنیای سوارکاری میشی🐎❣️
🔸خرید و فروش اسب🔍
📍اذربایجان.تبریز
🔸تبلیغات 🫶🏻📩 دایرکت",""
"mani_sweetland",1563663436,997,33100,296,"💟آشپزخانه من قلب منه💟
مدرس رشته های صنایع غذایی
سازمان فنی حرفه ای
با ارائه مدرک بین المللی🍰🧁
🔐امنیت @mahdi_khdyri","zil.ink/mani_sweetland"
"kazhal_bakhtiari",6631862331,20,1818,29,"",""
"persiancycling",11310645152,0,12950,7,"",""
"darvishi_00001",11952121675,10,8104,7253,"عبدالله درویشی هستم😊
عاشق پرواز
هیجان رو با من تجریه کنید🥰
پس پیج فالو کن
خوزستان،بهبهان
09163730000",""
"esteghlal6498400",36862805316,247,2244,2890,"فوتبال",""
"damirbaft",44671511529,137,2170,415,"ست سیسمونی
اینجا همه چیز با حوصله و عشق بافته میشه🌱❤️
اینجا همه چیز به سلیقه شماست😍",""
"handballalborz",28906084279,311,1576,175,"پایگاه رسمی اطلاع‌رسانی #هندبال_البرز
حامی مربیان، داوران و ورزشکاران این رشته در تمامی #استان_البرز
🏅 یک هدف
🤾یک خانواده",""
"iriwh10",49418881054,716,14795,2812,"","t.me/ir_w_h"
"mohamadghasem_fallah",4976522601,19587,66400,1,"این پیج . دانشگاه اهلبیت علیهم السلام است
اینجا نور است و آرامش",""
"kafshekoshtie_box_vaznebardari",7802517394,74,5829,564,"امکان پرداخت نقدی ودرب منزل
حمیدشمسه،تماس،واتساپ،تلگرام(۰۹۳۰۸۲۹۱۴۱۵)
۰۹۱۹۳۶۰۱۲۲۰
پیج طبیعتگردی 👈@potin1368",""
"ella.omdeh",44038086353,665,45600,387,"🔘 وارد کننده مستقیم پوشاک اورجینال بنگلادش 🔘
📞: 09335950025
📍قشم،درگهان،بازار قصر طبقه اول٫لاینD
پلاک 2849",""
"satarimajid",2214313827,397,17000,2694,"گروه گردشگری
@gowild.team",""
"handball_guilan",4776822497,419,1679,3104,"صفحه رسمی هیات هندبال استان گیلان
👇آدرس کانال تلگرام 👇",""
"fariba.music",8989071615,2364,1214735,68,"رسانه موزیک و ویدئو
ارتباط با ادمین دای.ر.کت",""
"clip_ashghanee.nab",15700960703,6312,492678,84,"بهترین و زیباترین کلییپ های روز دنیا😍♥️
با ما باشید👌🏻
تبلیغات👈🏻دایرکت(با مناسب ترین قیمت)
#عشق #خنده #کلیپ_خفن
در قبال تبلیغات هیچ مسولیتی ندارم👌🏻",""
"darya.shariifii",10709593394,111,80837,93,"خودتُ زندگيـ كن🌿
@darya_hamkari همكاري
SEC: @aliii.parsa_",""
"sina.rouhanii",11360269366,154,7099,350,"#چگوارا",""
"raad.alnasseri",57163725560,33,54060,3,"الحساب الرسمي",""
"armand_club",2578679493,780,82085,182,"♨️مجري مستقيم
#توررفتینگ# | کمپینگ 🏕️
تور‌طبیعتگردی| #تور_آفرود 🚙
هیجان را با ما تجربه کنید🧨
احمدی فرد","t.me/armandclub"
"waterpolo_special_page",4810660524,739,54559,425,"| The Home Of Water💧Polo🤽‍♀️🏠🤽🏻‍♂️
| Champions League 2024🔜
| Highlights Goals💥News⚠️Results",""
"drivers.ir",8621307551,3988,106166,2491,"","t.me/musicbassmax"
"elhamramezani",303448923,134,12933,1536,"Former member of Iran squash National team
Mountaineer
Everest summiter 2022🥇",""
"iranathletics.ir",51900737517,1932,6005,35,"Athletics Federation of the Islamic Republic of Iran
صفحه رسمی فدراسیون دو و میدانی جمهوری
اسلامی ایران
تلفن:۴-۲۲۲۷۷۸۶۳",""
"hapkido_academy",1786036355,332,4671,140,"World Hapkido Champion
2004,2006,2008
#آکادمی #هاپکیدو #ایران
#iran #Hapkido
세계 합기도 총연맹
이란 지점",""
"cricut_academy",42423452102,79,8635,142,"شاركينا رحلتنا الابداعية في عالم الكريكت
نصائح🌸معلومات🌸ورش عمل🌸أفكار ملهمة
يوتيوب🌷تيليقرام🌷تيك توك🌷👇","beacons.ai/cricutacademy"
"grillzone.ir",62678831469,14,2396,1,"!‌𝙱𝚘𝚛𝚗 𝚃𝚘 𝙶𝚛𝚒𝚕𝚕
‌
نياوران-تقاطع مقدسی 02191009519☎️",""
"handballkazeroon",1966235059,53,1001,176,"کانال هندبال کازرون در لینک زیر",""
"allahkaramesteki",1520003080,285,3681,49,"فیلم های اموزشی هندبال پایه🇮🇷 تمرین ،پشتکار،هدف💪",""
"shohreh.mardi68",64169672603,8,1512,121,"👩‍🎓 کارشناس ارشد آموزش زبان انگلیسی
✈👩‍✈️ سرمهماندار ارشدِ هواپیما
👩‍🏫 مدرس زبان انگلیسی",""
"diet.fatemehfit",46460497746,314,65238,52,"خودتوازبهونه هات قویترکن🤸‍♀️
کمکت می کنم به وزن ایده آلت برسی
تخصصم لاغرکردن همونایی که هرکاری کردن ولی لاغرنشدن😉
هایلایت نتایج وببین😊👌",""
"behbahan_handball",2198242562,94,1208,47,"",""
"airguning_group",3606101024,12,1299,12,"الصفحة الرسمية لقروب الكريكت بإشراف: ريان ابرهيم 🔫🇸🇦",""
"p_c_irhf",44278345585,269,1362,52,"🇮🇷پیج رسمی کمیته همگانی فدراسیون هندبال ایران 🇮🇷",""
"niloofaranvari1",7636524441,28,4289,2456,"My love cricket
🏠🏡=iranshahr
;-)
Im niloofaranvari shomare 19 sistan va balochestan🎂🎊🎈138💚/06/11🎈
بی احترامی=بلاک
شات=شات^-^بالای۲k",""
"cameo.cricut",10468097822,726,4482,0,"اعمال المتدربات 🦋",""
"ksa11ksa81",2032286940,285,3485,33,"(من ملاك الكريكت والفولكان )
يوجد صيانه كريكت وفولكان وتركيب تجليد على جميع البنادق / الموقع حائل.",""
"she.__.creates",44583208244,513,4810,848,"التعامل مع النساء فقط✋🌼
✨Notebooks
✨vesite cards
✨ acrylic stands
نصنع جمالا يليق بجمالكن 🌺
التوصيل متوفر ل58ولاية 📦",""
"handball_1varzesh",3092208433,258,21431,51,"",""
"cricut_arabambassdors",2276201697,327,3078,1,"عندك سؤال بخصوص الكريكت ارسلي لنا على الخاص 💚
تاق حسابنا في الستوري لنشارك عملك الجميل مع الجميع🤍",""
"handball.gachsaran",6952662206,64,2535,4894,"صفحه رسمی اینستاگرام تیم هندبال نفت و گاز گچساران
لینک کانال هندبال نفت و گاز گچساران👇👇👇👇","t.me/Handballgachsaran6"
"special_cars_photos",5454581892,109,1076,1025,"WOMAN/LIFE/FREEDOM🫡
Believe in yourself
Send your Pics 🔥",""
"r.ceram",2860205606,208,1572,296,"🎁ماگ زیر ۱۰۰ تومن میخوای برو هایلات: زیر ۱۰۰،بخر🎊
🏺تولید، طراحی و فروش انواع ماگ و شات قهوه🏺
پذیرش همکاری با گالری داران محترم(کلی و جزئی)","t.me/rcerammug"
"farrokhfalll",4781460700,99,5255,196,"❤️
High jumper
Iran athlete national team🇮🇷
I fly to reach my dreams ✨",""
"handball_mazloomi_abadan",14977034973,17,1573,1167,"📆 تمرین : یکشنبه|سه شنبه| پنجشنبه
‌
🏢مکان : آبادان
‌
هنــدبــال مادر ورزش های توپی",""
"daydawn.life",64393357321,129,18300,4,"اینجا حقایق زندگی را برایتان تکرار می کنیم بلکه زندگی را راحت تر زندگی کنید.",""
"academighahreman",6697133395,362,26082,534,"اولین مدرسه تخصصی دارای مجوز در استان خراسان
8:00 -23:00
۰۵۱۳۶۶۱۹۳۴۱
شهرک غرب -بلوار حجاب-بین ۲۲و۲۴ مجموعه فرهنگی تفریحی ورزشی شهید ساجدی",""
"starland_qeshm2",47176339921,546,22900,156,"ادرس حضوری درگهان/بازاردریا/طبقه اول/لاین موج/پلاک2023
اصل کار استوری🤩
فروش به صورت تک و عمده
تماس09335392414
ساعتپیگیری18الی21
ثبت سفارش سایت دايركت",""
"ruzlijat.accessories",45859533861,160,1210,410,"Online shopping 🛍️🛒
اكسسوري رُز💍💎
ثبت سفارش از طریق دایرکت📨
ارسال از تهران📍","t.me/tehran"
"naranjii_",55352513616,94,1359,953,"",""
"nadia_sabeti",51689970376,33,4161,569,"ناديا ثابتي
كارشناس علوم ورزشي
نجات غريق و مربي شنا با۱۴ سال سابقه ي كاري🏊‍♀️دبير ورزش 🤾🏻‍♀️🥇شماره تماس جهت هماهنگي:٠٩١٢٤٩٣٧٧٢٤ تهران (حسن اباد)📍",""
"horsa_irn",52962960268,8,1335,187,"هورس ایران🇮🇷🏇
نمایش جدول مسابقات🗒
نمایش فیلم و عکس های کورسی🎥
اخبار اسبدوانی ایران
آنالیز کورسی🐴",""
"children_swim",5338842093,366,9871,930,"🔺آکادمی شنای جعفری 🥇🏆🔺
آموزش شنا (پسران و دختران ) 🏊🏻‍♂️🏊🏻‍♀️
توسط مربيان رسمى آقا و خانم فدراسيون شنا و ملى پوشان
٠٩١٢٥٢٢٣٣٨٩📞",""
"shahid.ali.landi",3286505082,61,1886,509,"شهید علی لندی فدایی آرمان های انقلاب",""
"mahla.amerii",1116302270,99,7920,335,"💎 آموزش تخصصی شنای بانوان 💎
🔻آموزش شنا از مبتدی تا پیشرفته🔺
🔻دوره های آماده سازی مربیگری و نجات غریق🔺
🏆توسط مربی مورد تایید فدراسیون شنا🏆",""
"afsaneh.me55",8650680444,200,32121,0,"",""
"dibayeh.pub",1997795365,1444,6461,267,"| نشر دیبایه |
☎️ 02155645317 - 02155673522 دخلی 121
@tab.educational","dibayeh.ir"
"bootik_kando",10444878519,1432,47007,22,"🌹بوتیک لباس زنانه کندو🌹
🌍فروش آنلاین و حضوری🌍
📫امکان ارسال به تمام کشور📬
👗👜 سفارش = دایرکت یا تلگرام👚👛","t.me/rosella_boutique"
"lt.abdullah_ismail_92",1922972030,79,6734,2164,"🔴#official_Acount✨
ضـابط في الجيش العراقي البطل
مـا دام المـوت مؤكد لاتعيش حياتك جبان
بكالوريوس ودبلوم في العلوم العسكرية
اللّـه الـوطن امـي
🔴Cours 85",""
"siho_accessory",42139222148,347,30954,621,"پیج دوم برای ثبت سفارش عمده باکس کیلویی 👇
@siho_omde
اینجا هرپست یک کتاب اکسسوریِ پس‌ورق‌بزن📙
اینجا کرج۴۵متری‌گلشهر‌ خ شقایق غربی📍",""
"guilan_self_defense",4093373448,42,6089,1,"تبلیغات⏪دایرکت",""
"4bagh.tv",26107500524,389,2989,19,"🗓 دوشنبه تا چهارشنبه
⏰ ساعت 21:30
📺 شبکه اصفهان",""
"eldo.shop",13504651965,256,95992,21,"📦کدرهگیری سفارشات : @coderahgiri.eldo
🛒ثبت سفارش سایت|دایرکت
📍ارسال از تهران به کل کشور|عکسها انحصاری پیجمونه
🛍️خرید از سایت تا ۷۰٪ تخفیف👇🏻","eldoshop.ir"
"sanjesh.b_org",52647339023,797,71000,6,"جهت انجام انتخاب رشته کنکور فرهنگیان و دریافت دفترچه سوالات شبیه ساز دروس تربیت معلمی، هوش و استعداد معلمی و سوالات گزینش و مصاحبه وارد لینک زیر شوید","sanjeshbonyad.org/farhangian"
"acr.emb",3437262109,29,1435,1074,"للطلب التواصل دايركت📍
أو واتس اب ‪+966583212207‬
مدة الطلب من ٥-٧ ايام
موثق في معروف؛ 218576",""
"choob_aj",35531815804,277,4594,0,"ارسال به سراسرکشور
جهت ثبت سفارش به دایرکت مراجعه فرمایید
با طرح دلخواه شما",""
"amirtatalooix",45130386689,385,39100,4,"☄︎جهت‌رزرو‌تبلیغات‌به‌‌دایرکت‌مراجعه‌کنید☄︎
𝐬𝐮𝐩𝐩𝐨𝐭𝐭 𝐛𝐲🔐 @tatalaax
↯𝐓𝐞𝐥𝐞𝐠𝐫𝐚𝐦 𝐂𝐡𝐚𝐧𝐧𝐞𝐥 ↯",""
"ajourlo.ir",49809769845,14,201880,12,"",""
"katoni.orginal.sharifi",13729188306,441,29000,56,"وارد کننده مستقیم تمامی برندهای اورجینال کتونی کوهنوردی،رانینگ،ورزشی،روزمرگی..
صددرصد اورجینال
مهاباد ،تاناکورا ،راسته قدیم، غرفه۴١۴شریفی ۰۹۰۲۸۹۷۹۰۲۷","katoni.orginal.sharifi"
"parirokh.d",6930386434,83,5313,567,"parirokh danesh|پریرخ دانش
Personal trainer.🔹️
Trx coach.🔹️
مربی بدنسازی(آنلاین و حضوری)",""
"accessory_hollywood",61250262756,39,1331,6,"اکسسوری های خفن🔥🪐🚦
میخام فشار عصبی بهتون وارد کنم🤪
اگه مریضی قلبی داری فالو نکن😅
Loc : تهران ، قدس ، مجتمع میلاد ، طبقه همکف P3
Tel : 09359091495",""
"skill___school",8082591804,293,3324,172,"مهندس سولماز اعتمادی
:آموزش
🤖رباتیک از مبتدی تا پیشرفته
برنامه نویسی اسکرچ و پایتون
الکترونیک
انواع مکعب روبیک
نمایندگی روبوتکس ایران
09308069966",""
"agaye_top",22474785498,230,9678,677,"⛔ مشکل دایرکت داریم ⛔
⬇️اگه نمیتونین دایرکت بدین به پیج پشتیبان پیام بدین
@mmr_0228
آدرس: ارومیه _ خیابان حافظ۲ _ آقای توپ",""
"masterbeast243",56906835806,1,2838,0,"مستر بيست بالعربي💙",""
"it.ir.ia",58092071821,2,1220,16,"الحساب الاول
لمستر بيست بالعربيه انستا",""
"hatstore0",50077285377,95,1289,228,"خوش اومدین😍
فروش آنلاین کلاه
ثبت سفارش :دایرکت و واتساپ📲
09022615455
ارسال به سراسر کشور
عکس ها انحصاریه لطفا به هیچ عنوان از عکس ها استفاده نکنید",""
"teddy.mezon_",14714512856,558,103459,156,"اینجا قراره از زیبایی کیف کنیم😻
هایلایت ت🎁خفیف از دست ندیا
تحویل یکساعته باپیک⏰
🚀پست ویژه‌ یکروزه
سایت دارای نماداعتماد👇🏻
واتساپ09303377104💚","podro.shop/teddy.mezon_?b=sh"
